UserID, TotalActionNum, Time, Task, TaskActionNum, Address, ChunkSpec, Activation
004, 1, 1661755950.521868, Introduction, 1, 00100000, ((NODE 00100000)), 0.0
004, 2, 1661755958.851087, Navigation_1, 1, 00100000, ((NODE 00100000)), -0.3946813974580365
004, 3, 1661755966.367284, Navigation_2, 1, 00100000, ((NODE 00100000)), -0.15126817051507976
004, 4, 1661806237.782082, Navigation_2, 2, 00100000, ((NODE 00100000)), -4.026401546961271
004, 5, 1661806238.853841, Navigation_2, 3, 00100019, ((NODE 00100000)), -4.0264122044427095
004, 5, 1661806238.853841, Navigation_2, 3, 00100019, ((NODE 00100019)), -0.03465060521519758
004, 6, 1661806309.664717, Navigation_2, 4, 00100000, ((NODE 00100000)), -1.9902429965070854
004, 6, 1661806309.664717, Navigation_2, 4, 00100000, ((NODE 00100019)), -2.1375173589339376
004, 7, 1661806434.880299, Introduction, 1, 00100000, ((NODE 00100000)), -1.7226458839235343
004, 7, 1661806434.880299, Introduction, 1, 00100000, ((NODE 00100019)), -2.641851084000782
004, 8, 1661806471.421891, Navigation_1, 1, 0010cd90, ((NODE 00100000)), -1.8201807793113254
004, 8, 1661806471.421891, Navigation_1, 1, 0010cd90, ((NODE 00100019)), -2.7268903256088364
004, 8, 1661806471.421891, Navigation_1, 1, 0010cd90, ((NODE 0010cd90)), -1.7992255577413663
004, 9, 1661806498.817912, Navigation_1, 2, 00100000, ((NODE 00100000)), -1.0683416399671488
004, 9, 1661806498.817912, Navigation_1, 2, 00100000, ((NODE 00100019)), -2.782328838837134
004, 9, 1661806498.817912, Navigation_1, 2, 00100000, ((NODE 0010cd90)), -2.078953905611986
004, 10, 1661806529.738537, Navigation_2, 1, 0010cd90, ((NODE 00100000)), -1.291793091001449
004, 10, 1661806529.738537, Navigation_2, 1, 0010cd90, ((NODE 00100019)), -2.838302332204533
004, 10, 1661806529.738537, Navigation_2, 1, 0010cd90, ((NODE 0010cd90)), -1.2640407866660495
004, 11, 1661806541.113744, Navigation_2, 2, 00100000, ((NODE 00100000)), -0.5846178825047342
004, 11, 1661806541.113744, Navigation_2, 2, 00100000, ((NODE 00100019)), -2.857413400369222
004, 11, 1661806541.113744, Navigation_2, 2, 00100000, ((NODE 0010cd90)), -1.3831609312999622
004, 12, 1661806594.708192, Navigation_3, 1, 0010cd90, ((NODE 00100000)), -1.0666996339117523
004, 12, 1661806594.708192, Navigation_3, 1, 0010cd90, ((NODE 00100019)), -2.9387643928246763
004, 12, 1661806594.708192, Navigation_3, 1, 0010cd90, ((NODE 0010cd90)), -1.146280767026002
004, 13, 1661806608.358803, Navigation_3, 2, 00100000, ((NODE 00100000)), -0.5165888532171496
004, 13, 1661806608.358803, Navigation_3, 2, 00100000, ((NODE 00100019)), -2.9575302486981965
004, 13, 1661806608.358803, Navigation_3, 2, 00100000, ((NODE 0010cd90)), -1.2261633515702584
004, 14, 1661806711.956495, String_Search_1, 1, 00100000, ((NODE 00100000)), -0.814758528066894
004, 14, 1661806711.956495, String_Search_1, 1, 00100000, ((NODE 00100019)), -3.0807876069289306
004, 14, 1661806711.956495, String_Search_1, 1, 00100000, ((NODE 0010cd90)), -1.5843570666102667
004, 15, 1661806767.404286, String_Search_2, 1, 0014069b, ((NODE 00100000)), -0.9509781284763961
004, 15, 1661806767.404286, String_Search_2, 1, 0014069b, ((NODE 00100019)), -3.136081964699487
004, 15, 1661806767.404286, String_Search_2, 1, 0014069b, ((NODE 0010cd90)), -1.701919652072924
004, 15, 1661806767.404286, String_Search_2, 1, 0014069b, ((NODE 0014069b)), -2.0077209364033486
004, 16, 1661806784.677987, String_Search_2, 2, 00100000, ((NODE 00100000)), -0.4877161115182194
004, 16, 1661806784.677987, String_Search_2, 2, 00100000, ((NODE 00100019)), -3.1521292413498156
004, 16, 1661806784.677987, String_Search_2, 2, 00100000, ((NODE 0010cd90)), -1.733363615774986
004, 16, 1661806784.677987, String_Search_2, 2, 00100000, ((NODE 0014069b)), -2.1433184837132946
004, 17, 1661806823.993987, Cross_Reference_1, 1, 00100027, ((NODE 00100000)), -0.73023829623933
004, 17, 1661806823.993987, Cross_Reference_1, 1, 00100027, ((NODE 00100019)), -3.1868406684216675
004, 17, 1661806823.993987, Cross_Reference_1, 1, 00100027, ((NODE 0010cd90)), -1.7981437076967364
004, 17, 1661806823.993987, Cross_Reference_1, 1, 00100027, ((NODE 0014069b)), -2.3594167828037245
004, 17, 1661806823.993987, Cross_Reference_1, 1, 00100027, ((NODE 00100027)), -1.8358157801581383
004, 18, 1661806833.922393, Cross_Reference_1, 2, 00100040, ((NODE 00100000)), -0.7633314928234686
004, 18, 1661806833.922393, Cross_Reference_1, 2, 00100040, ((NODE 00100019)), -3.1952380302518315
004, 18, 1661806833.922393, Cross_Reference_1, 2, 00100040, ((NODE 0010cd90)), -1.8132262099300638
004, 18, 1661806833.922393, Cross_Reference_1, 2, 00100040, ((NODE 0014069b)), -2.401870740685911
004, 18, 1661806833.922393, Cross_Reference_1, 2, 00100040, ((NODE 00100027)), -1.9483978885517799
004, 18, 1661806833.922393, Cross_Reference_1, 2, 00100040, ((NODE 00100040)), -1.1476999707599755
004, 19, 1661806860.098737, Cross_Reference_1, 3, 0014069b, ((NODE 00100000)), -0.8335796783819116
004, 19, 1661806860.098737, Cross_Reference_1, 3, 0014069b, ((NODE 00100019)), -3.2167245273541214
004, 19, 1661806860.098737, Cross_Reference_1, 3, 0014069b, ((NODE 0010cd90)), -1.8508959554994073
004, 19, 1661806860.098737, Cross_Reference_1, 3, 0014069b, ((NODE 0014069b)), -1.2815220132680547
004, 19, 1661806860.098737, Cross_Reference_1, 3, 0014069b, ((NODE 00100027)), -2.1615412174014295
004, 19, 1661806860.098737, Cross_Reference_1, 3, 0014069b, ((NODE 00100040)), -1.7932122166794207
004, 20, 1661806862.366832, Cross_Reference_1, 4, 0014069f, ((NODE 00100000)), -0.8388566273643646
004, 20, 1661806862.366832, Cross_Reference_1, 4, 0014069f, ((NODE 00100019)), -3.218543514412068
004, 20, 1661806862.366832, Cross_Reference_1, 4, 0014069f, ((NODE 0010cd90)), -1.8540275394026853
004, 20, 1661806862.366832, Cross_Reference_1, 4, 0014069f, ((NODE 0014069b)), -1.3129018080417518
004, 20, 1661806862.366832, Cross_Reference_1, 4, 0014069f, ((NODE 00100027)), -2.1763558405168055
004, 20, 1661806862.366832, Cross_Reference_1, 4, 0014069f, ((NODE 00100040)), -1.8236750231354277
004, 20, 1661806862.366832, Cross_Reference_1, 4, 0014069f, ((NODE 0014069f)), -0.40947013968963525
004, 21, 1661806866.435811, Cross_Reference_1, 5, 0014069b, ((NODE 00100000)), -0.848075652387843
004, 21, 1661806866.435811, Cross_Reference_1, 5, 0014069b, ((NODE 00100019)), -3.2217902973597963
004, 21, 1661806866.435811, Cross_Reference_1, 5, 0014069b, ((NODE 0010cd90)), -1.8595959912431483
004, 21, 1661806866.435811, Cross_Reference_1, 5, 0014069b, ((NODE 0014069b)), -0.2855824515657127
004, 21, 1661806866.435811, Cross_Reference_1, 5, 0014069b, ((NODE 00100027)), -2.2018807554679936
004, 21, 1661806866.435811, Cross_Reference_1, 5, 0014069b, ((NODE 00100040)), -1.8740671450934052
004, 21, 1661806866.435811, Cross_Reference_1, 5, 0014069b, ((NODE 0014069f)), -0.9232085771254028
004, 22, 1661806871.356231, Cross_Reference_1, 6, 0014069d, ((NODE 00100000)), -0.8588301990414176
004, 22, 1661806871.356231, Cross_Reference_1, 6, 0014069d, ((NODE 00100019)), -3.2256885196550757
004, 22, 1661806871.356231, Cross_Reference_1, 6, 0014069d, ((NODE 0010cd90)), -1.8662463027185143
004, 22, 1661806871.356231, Cross_Reference_1, 6, 0014069d, ((NODE 0014069b)), -0.5513368278803578
004, 22, 1661806871.356231, Cross_Reference_1, 6, 0014069d, ((NODE 00100027)), -2.2311014583024336
004, 22, 1661806871.356231, Cross_Reference_1, 6, 0014069d, ((NODE 00100040)), -1.9289126844517988
004, 22, 1661806871.356231, Cross_Reference_1, 6, 0014069d, ((NODE 0014069f)), -1.2105170188986696
004, 22, 1661806871.356231, Cross_Reference_1, 6, 0014069d, ((NODE 0014069d)), -0.7966969393874528
004, 23, 1661806871.833685, Cross_Reference_1, 7, 0014069c, ((NODE 00100000)), -0.859852243601919
004, 23, 1661806871.833685, Cross_Reference_1, 7, 0014069c, ((NODE 00100019)), -3.226065171808909
004, 23, 1661806871.833685, Cross_Reference_1, 7, 0014069c, ((NODE 0010cd90)), -1.866886846096397
004, 23, 1661806871.833685, Cross_Reference_1, 7, 0014069c, ((NODE 0014069b)), -0.5682627611175372
004, 23, 1661806871.833685, Cross_Reference_1, 7, 0014069c, ((NODE 00100027)), -2.2338480746595413
004, 23, 1661806871.833685, Cross_Reference_1, 7, 0014069c, ((NODE 00100040)), -1.933927896761775
004, 23, 1661806871.833685, Cross_Reference_1, 7, 0014069c, ((NODE 0014069f)), -1.2312856956370075
004, 23, 1661806871.833685, Cross_Reference_1, 7, 0014069c, ((NODE 0014069d)), -0.8430025749160612
004, 23, 1661806871.833685, Cross_Reference_1, 7, 0014069c, ((NODE 0014069c)), 0.3696437848224992
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 00100000)), -0.8858592704606486
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 00100019)), -3.2360093474950977
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 0010cd90)), -1.883672519306601
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 0014069b)), -0.8466481137471418
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 00100027)), -2.3020456661844544
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 00100040)), -2.0519508140555502
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 0014069f)), -1.5987530124772158
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 0014069d)), -1.4489039337243157
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 0014069c)), -1.2906357479027157
004, 24, 1661806884.570160, Cross_Reference_1, 8, 001406a0, ((NODE 001406a0)), -1.2722349617710011
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 00100000)), -0.8874953304006223
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 00100019)), -3.2366579730593315
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 0010cd90)), -1.8847591399898882
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 0014069b)), 0.41539444692563854
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 00100027)), -2.3062305901856686
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 00100040)), -2.0588332712550357
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 0014069f)), -1.6156198172407343
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 0014069d)), -1.4715332266214942
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 0014069c)), -1.3214364478315583
004, 25, 1661806885.409751, Cross_Reference_1, 9, 0014069b, ((NODE 001406a0)), -1.3041541953518776
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 00100000)), -0.8875561595734492
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 00100019)), -3.2366821415126017
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 0010cd90)), -1.8847996094102863
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 0014069b)), 1.9666730062999012
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 00100027)), -2.306385954343229
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 00100040)), -2.0590880682075374
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 0014069f)), -1.6162378432788078
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 0014069d)), -1.4723574960704577
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 0014069c)), -1.3225489897242757
004, 26, 1661806885.441056, Cross_Reference_1, 10, 0014069b, ((NODE 001406a0)), -1.30530581898231
004, 27, 1661806886.748882, Cross_Reference_1, 11, 001191be, ((NODE 00100000)), -0.8900864190127015
004, 27, 1661806886.748882, Cross_Reference_1, 11, 001191be, ((NODE 00100019)), -3.237690779866088
004, 27, 1661806886.748882, Cross_Reference_1, 11, 001191be, ((NODE 0010cd90)), -1.8864873217398062
004, 27, 1661806886.748882, Cross_Reference_1, 11, 001191be, ((NODE 0014069b)), 0.671604297075373
004, 27, 1661806886.748882, Cross_Reference_1, 11, 001191be, ((NODE 00100027)), -2.3128338102219352
004, 27, 1661806886.748882, Cross_Reference_1, 11, 001191be, ((NODE 00100040)), -2.0696182912444736
004, 27, 1661806886.748882, Cross_Reference_1, 11, 001191be, ((NODE 0014069f)), -1.6413972967593746
