UserID, TotalActionNum, Time, Task, TaskActionNum, Address, Past_1, Past_2, Past_3, Past_4, Past_5, Future_1, Future_2, Future_3,Match_Any,Match_1,Match_2,Match_3, Past_CogLoad, Future_CogLoad
003, 1, 1652460166.341007, Start, 1, 00100000, NIL, NIL, NIL, NIL, NIL, NIL, NIL, NIL,0,0,0,0, 0.000045399929762484854, 0.0
003, 2, 1652460166.663262, Start, 2, 00100019, 00100019, 00100000, NIL, NIL, NIL, NIL, NIL, NIL,0,0,0,0, 0.00007797748562315808, 0.000025772404749593436
003, 3, 1652460177.343983, Start, 3, 00100000, 00100000, 00100019, NIL, NIL, NIL, 00100019, 00100000, NIL,0,0,0,0, 0.0002269455446465763, 0.00029896810069933146
003, 4, 1652460349.977173, Introduction, 1, 00100000, 00100000, 00100019, NIL, NIL, NIL, 00100000, 00100019, NIL,1,0,1,0, 0.0008183007937959513, 0.001826420289520413
003, 5, 1652460377.224740, Navigation_1, 1, 00100027, 00100000, 00100027, 00100019, NIL, NIL, 00100000, 00100019, NIL,0,0,0,0, 0.0011141814281442112, 0.002196921324013252
003, 6, 1652460394.739628, Navigation_1, 2, 0010cd90, 0010cd90, 00100000, 00100027, 00100019, NIL, 00100000, 00100027, 00100019,0,0,0,0, 0.0014068009541134286, 0.002534903132659734
003, 7, 1652460424.124938, Navigation_1, 3, 00100000, 00100000, 0010cd90, 00100027, 00100019, NIL, 00100000, 00100027, 0010cd90,1,1,0,0, 0.001552616848754396, 0.003118549787898658
003, 8, 1652460446.077064, Navigation_2, 1, 0010cd90, 0010cd90, 00100000, 00100027, 00100019, NIL, 00100000, 0010cd90, 00100027,1,0,0,1, 0.001482176422575649, 0.0036222414339477428
003, 9, 1652460457.935107, Navigation_2, 2, 00100000, 00100000, 0010cd90, 00100027, 00100019, NIL, 0010cd90, 00100000, 00100027,1,1,0,0, 0.0014837996514474165, 0.003971386340343253
003, 10, 1652460530.603633, Navigation_3, 1, 0010cc90, 00100000, 0010cd90, 0010cc90, 00100027, 00100019, 00100000, 0010cd90, 00100027,0,0,0,0, 0.002248008256727878, 0.005560392128130816
003, 11, 1652460542.099812, Navigation_3, 2, 0010cd90, 0010cd90, 00100000, 0010cc90, 00100027, 00100019, 00100000, 0010cc90, 0010cd90,1,0,1,0, 0.002157062184740468, 0.005898592410597038
003, 12, 1652460550.885497, Navigation_3, 3, 00100000, 00100000, 0010cd90, 0010cc90, 00100027, 00100019, 0010cc90, 0010cd90, 00100000,1,1,0,0, 0.002156770587978741, 0.006219417412729366
003, 13, 1652460616.408437, String_Search_1, 1, 0014069b, 00100000, 0010cd90, 0014069b, 0010cc90, 00100027, 00100000, 0010cd90, 00100027,0,0,0,0, 0.0029417318468008724, 0.007969367591029512
003, 14, 1652460651.682298, String_Search_1, 2, 00100000, 00100000, 0010cd90, 0014069b, 0010cc90, 00100027, 00100000, 0014069b, 0010cd90,1,1,0,0, 0.0031704343550336906, 0.008925295233122538
003, 15, 1652460674.212127, String_Search_2, 1, 00100040, 00100000, 00100040, 0010cd90, 0014069b, 0010cc90, 00100000, 0010cd90, 00100027,0,0,0,0, 0.0035446969759475744, 0.009618868531908416
003, 16, 1652460701.509989, String_Search_2, 2, 0014069b, 00100000, 0014069b, 0010cd90, 00100040, 0010cc90, 00100000, 0010cd90, 00100040,0,0,0,0, 0.0034370584224031387, 0.010494268135855418
003, 17, 1652460724.923020, String_Search_2, 3, 00100000, 00100000, 0014069b, 0010cd90, 00100040, 0010cc90, 00100040, 00100000, 0014069b,1,1,0,0, 0.0036138368824922803, 0.011296126525268891
003, 18, 1652460759.240137, Cross_Reference_1, 1, 0014069b, 00100000, 0014069b, 0010cd90, 00100040, 0010cc90, 00100000, 0014069b, 0010cd90,1,0,0,1, 0.0037652395637637103, 0.012454713959939575
003, 19, 1652460788.780441, Cross_Reference_1, 2, 0014069b, 00100000, 0014069b, 0010cd90, 00100040, 0010cc90, 00100000, 0014069b, 00100040,1,0,1,0, 0.00391141522570814, 0.01348414175513997
003, 20, 1652460789.092636, Cross_Reference_1, 3, 001191be, 001191be, 00100000, 0014069b, 0010cd90, 00100040, 0014069b, 00100000, 00100040,0,0,0,0, 0.003938908418086264, 0.013518652688719808
003, 21, 1652460808.787489, Cross_Reference_1, 4, 00100000, 00100000, 0014069b, 001191be, 0010cd90, 00100040, 0014069b, 00100000, 0010cd90,1,0,1,0, 0.004211870041504394, 0.014450110543313419
003, 22, 1652460844.548566, Cross_Reference_2, 1, 0014069b, 00100000, 0014069b, 0010cd90, 001191be, 00100040, 0014069b, 00100000, 001191be,1,1,0,0, 0.004526272033811089, 0.01590905963805252
003, 23, 1652460870.285661, Cross_Reference_2, 2, 0011022e, 00100000, 0014069b, 0011022e, 0010cd90, 001191be, 00100000, 0014069b, 001191be,0,0,0,0, 0.004976395141150593, 0.016975419261648573
003, 24, 1652460905.029815, Step_into_function_1, 1, 0011022e, 00100000, 0014069b, 0011022e, 0010cd90, 001191be, 00100000, 0014069b, 0011022e,0,0,0,0, 0.0051656897395866725, 0.01838958894817785
003, 25, 1652460923.910476, Step_into_function_1, 2, 00110211, 00100000, 0014069b, 0011022e, 00110211, 0010cd90, 00100000, 0014069b, 0011022e,0,0,0,0, 0.0055288518673610966, 0.019223486071255205
003, 26, 1652460933.131671, Step_into_function_1, 3, 00110211, 00110211, 00100000, 0014069b, 0011022e, 0010cd90, 00100000, 0014069b, 00110211,0,0,0,0, 0.005496405765982997, 0.01970172742360957
003, 27, 1652460933.509317, Step_into_function_1, 4, 00110250, 00110250, 00110211, 00100000, 0014069b, 0011022e, 00110211, 00100000, 0014069b,0,0,0,0, 0.005528760696838696, 0.019746028785247983
003, 28, 1652460956.188817, Step_into_function_1, 5, 001191a0, 00100000, 0014069b, 00110211, 001191a0, 00110250, 00100000, 00110211, 0014069b,0,0,0,0, 0.006171345020421689, 0.021051363916249163
003, 29, 1652460996.628963, Function_xref_1, 1, 001191a0, 00100000, 0014069b, 001191a0, 00110211, 0011022e, 00100000, 0014069b, 00110211,0,0,0,0, 0.006622147926862541, 0.0230308356648977
003, 30, 1652460996.916787, Function_xref_1, 2, 0010755d, 0010755d, 00100000, 0014069b, 001191a0, 00110211, 001191a0, 00100000, 0014069b,0,0,0,0, 0.006650234564523993, 0.023067269058529922
003, 31, 1652461015.061074, Function_xref_1, 3, 00107540, 00100000, 0014069b, 001191a0, 00107540, 0010755d, 00100000, 001191a0, 0014069b,0,0,0,0, 0.007240115639211676, 0.024167351607641486
003, 32, 1652461032.403229, Function_xref_1, 4, 00110208, 00100000, 0014069b, 00110208, 001191a0, 00110211, 00100000, 0014069b, 001191a0,0,0,0,0, 0.007785194499683879, 0.025175501893943155
003, 33, 1652461096.648857, Annotation_1, 1, 00110211, 00100000, 00110211, 0014069b, 001191a0, 0011022e, 00100000, 00110211, 0014069b,0,0,0,0, 0.008905492179773126, 0.028368895299943617
003, 34, 1652461123.792778, Annotation_1, 2, 00110211, 00110211, 00100000, 0014069b, 001191a0, 0011022e, 00110250, 00110211, 00100000,1,0,1,0, 0.009259995118196645, 0.029725576981216712
003, 35, 1652461132.516602, Annotation_1, 3, 001191ae, 00110211, 00100000, 001191ae, 0014069b, 001191a0, 00110211, 00100000, 001191a0,0,0,0,0, 0.009529731563213349, 0.03024066702218747
003, 36, 1652461157.097374, Relabel_1, 1, 001191a0, 00100000, 00110211, 001191a0, 0014069b, 001191ae, 00110211, 00100000, 001191a0,1,0,0,1, 0.009823784460048512, 0.03161736448656165
003, 37, 1652461176.081661, Relabel_1, 2, 001191a0, 001191a0, 00100000, 00110211, 0014069b, 001191ae, 0010755d, 001191a0, 00110211,1,0,0,1, 0.010095268885668763, 0.03270805023722784
003, 38, 1652461187.953898, Relabel_1, 3, 00117daf, 001191a0, 00100000, 00110211, 00117daf, 0014069b, 001191a0, 00110211, 00100000,0,0,0,0, 0.010452624419983025, 0.03344899273512297
003, 39, 1652461206.955845, Undefined_Function_1, 1, 00117daf, 00117daf, 001191a0, 00100000, 00110211, 0014069b, 001191a0, 00100000, 00110211,0,0,0,0, 0.010709551202857933, 0.034626303710748936
003, 40, 1652461232.103267, Undefined_Function_1, 2, 00117daf, 00117daf, 001191a0, 00100000, 00110211, 0014069b, 00117daf, 001191a0, 00100000,0,0,0,0, 0.011067976859807222, 0.03614682096657154
003, 41, 1652461236.501721, Undefined_Function_1, 3, 00117daf, 00117daf, 00100000, 001191a0, 00110211, 0014069b, 00117daf, 001191a0, 00100000,1,1,0,0, 0.011086105193790358, 0.03647528357192001
003, 42, 1652461257.009497, Undefined_Function_1, 4, 00117daf, 00117daf, 00100000, 001191a0, 00110211, 0014069b, 00117daf, 00100000, 001191a0,1,1,0,0, 0.011382465664826782, 0.03752706967971044
003, 43, 1652461419.753392, Relabel_2, 1, 00117daf, 00117daf, 00100000, 001191a0, 00110211, 0014069b, 00117daf, 00100000, 001191a0,1,1,0,0, 0.013421350937161059, 0.04449517548022734
003, 44, 1652461423.418502, Relabel_2, 2, 00117daf, 00117daf, 00100000, 001191a0, 00110211, 0014069b, 00117daf, 00100000, 001191a0,1,1,0,0, 0.01340281364433963, 0.04449221714804012
003, 45, 1652461424.290829, Relabel_2, 3, 00117daf, 00117daf, 00100000, 001191a0, 00110211, 0014069b, 00117daf, 00100000, 001191a0,1,1,0,0, 0.013387402953895584, 0.04448974671927873
003, 46, 1652461427.256117, Relabel_2, 4, 00117daf, 00117daf, 00100000, 001191a0, 00110211, 0014069b, 00117daf, 00100000, 001191a0,1,1,0,0, 0.013421073628261532, 0.044601942171883985
003, 47, 1652461457.868906, Relabel_2, 5, 00117db0, 00117daf, 00100000, 001191a0, 00110211, 0014069b, 00117daf, 00100000, 001191a0,0,0,0,0, 0.014029930396968964, 0.04575069221265433
003, 48, 1652461461.905369, Relabel_2, 6, 00117db0, 00117daf, 00117db0, 00100000, 001191a0, 00110211, 00117daf, 00117db0, 00100000,0,0,0,0, 0.01389144735244282, 0.045990002150146744
003, 49, 1652461462.957588, Relabel_2, 7, 00117db0, 00117db0, 00117daf, 00100000, 001191a0, 00110211, 00117db0, 00117daf, 00100000,1,0,1,0, 0.01386368464279188, 0.04608625778957436
003, 50, 1652461464.991471, Relabel_2, 8, 00117db0, 00117db0, 00117daf, 00100000, 001191a0, 00110211, 00117db0, 00117daf, 00100000,1,1,0,0, 0.013882542866035581, 0.046277190793657726
